Platform;Year;Global_Sales
PS3;2015;0.03
X360;2010;0.03
PSV;2015;0.03
3DS;2014;0.03
DS;2008;0.03
PS2;2005;0.03
PC;2004;0.03
DS;2007;0.03
PSP;2013;0.03
XOne;2015;0.03
XB;2003;0.03
PS3;2010;0.03
PS;1996;0.03
DS;2008;0.03
XB;2002;0.03
GC;2003;0.03
PS2;2006;0.03
DS;2009;0.03
Wii;2007;0.03
PC;1992;0.03
GBA;2002;0.03
PSV;2015;0.03
DS;2010;0.03
XB;2004;0.03
GBA;2006;0.03
DS;2009;0.03
PSP;2012;0.03
DS;2006;0.03
PSP;2010;0.03
XOne;2016;0.03
3DS;2016;0.03
PSP;2006;0.03
DS;2010;0.03
GBA;2003;0.03
3DS;2016;0.03
PSV;2014;0.03
PSV;2015;0.03
PS3;2011;0.03
X360;2015;0.03
X360;2011;0.03
Wii;2010;0.03
PS;2000;0.03
WiiU;2013;0.03
PS4;2015;0.03
X360;2010;0.03
3DS;2015;0.03
GBA;2006;0.03
PC;2009;0.03
XB;2002;0.03
PSP;2010;0.03
PS2;2006;0.03
PC;2015;0.03
DS;2010;0.03
GBA;2002;0.03
DS;2008;0.03
PC;2016;0.03
PSP;2005;0.03
PSP;2010;0.03
XB;2004;0.03
X360;2011;0.03
PSV;2016;0.03
XB;2003;0.03
PC;2011;0.03
WiiU;2012;0.03
DS;2009;0.03
Wii;2009;0.03
PC;2012;0.03
PSV;2015;0.03
DS;2009;0.03
PSP;2010;0.03
Wii;2009;0.03
PSP;2011;0.03
X360;2010;0.03
PC;2010;0.03
PC;2008;0.03
PC;2004;0.03
PS;2000;0.03
PSP;2011;0.03
PSP;2013;0.03
GC;2002;0.03
GBA;2005;0.03
SNES;1994;0.03
DS;2005;0.03
PC;2006;0.03
PS2;2008;0.03
X360;2012;0.03
PC;2015;0.03
XB;2005;0.03
XB;2002;0.03
DS;2007;0.03
PC;2006;0.03
PSP;2011;0.03
PS2;2009;0.03
PSP;2011;0.03
PSP;2010;0.03
PSP;2012;0.03
DS;2008;0.03
PS3;2012;0.03
PC;2010;0.03
PS4;2016;0.03
DS;2012;0.03
DS;2006;0.03
GC;2005;0.03
DS;2008;0.03
PSV;2015;0.03
PSV;2011;0.03
PS3;2013;0.03
PC;2001;0.03
Wii;2009;0.03
Wii;2011;0.03
SAT;1995;0.03
PSV;2016;0.03
X360;2011;0.03
PSV;2013;0.03
PC;2008;0.03
PSP;2007;0.03
PC;2010;0.03
3DS;2015;0.03
DS;2006;0.03
PC;2011;0.03
PC;2013;0.03
DS;2008;0.03
PS3;2009;0.03
GBA;2002;0.03
PS2;2008;0.03
PSP;2011;0.03
X360;2011;0.03
PC;2008;0.03
PS;1998;0.03
GBA;2003;0.03
PS2;2005;0.03
PSP;2011;0.03
DS;2009;0.03
PS;1997;0.03
XB;2003;0.03
Wii;2007;0.03
PS3;2016;0.03
PSP;2011;0.03
PS2;2007;0.03
PC;2011;0.03
PC;2003;0.03
GC;2003;0.03
XB;2006;0.03
GC;2003;0.03
DS;2012;0.03
PSP;2011;0.03
PC;2008;0.03
PC;2006;0.03
GBA;2006;0.03
GBA;2002;0.03
Wii;2009;0.03
DS;2007;0.03
DS;2009;0.03
DS;2011;0.03
DS;2007;0.03
XB;2005;0.03
XOne;2016;0.03
PSP;2009;0.03
PSP;2009;0.03
SAT;1995;0.03
DS;2012;0.03
PC;2003;0.03
PSP;2009;0.03
PS2;2001;0.03
PSP;2012;0.03
3DS;2011;0.03
PS3;2012;0.03
PS2;2006;0.03
GC;2003;0.03
PS2;2007;0.03
PC;2009;0.03
PSP;2009;0.03
PSV;2015;0.03
PC;2016;0.03
PS;1995;0.03
PS4;2015;0.03
PS2;2006;0.03
GBA;2003;0.03
XOne;2014;0.03
Wii;2011;0.03
XB;2003;0.03
PS3;2014;0.03
X360;2014;0.03
PS2;2006;0.03
3DS;2013;0.03
PC;2007;0.03
GC;2003;0.03
X360;2008;0.03
PSP;2012;0.03
PS2;2006;0.03
DS;2006;0.03
GBA;2003;0.03
DS;2011;0.03
DS;2009;0.03
3DS;2016;0.03
GBA;2004;0.03
PC;2014;0.03
PS;1996;0.03
PC;2004;0.03
PC;2010;0.03
PS2;2004;0.03
PC;2006;0.03
DS;2007;0.03
PC;2011;0.03
PS;1997;0.03
PS;1995;0.03
PC;2010;0.03
XB;2006;0.03
PS2;2001;0.03
PS2;2002;0.03
PSV;2014;0.03
PS3;2012;0.03
PC;2008;0.03
Wii;2009;0.03
PC;2005;0.03
PSP;2010;0.03
GC;2004;0.03
PSP;2010;0.03
PSP;2006;0.03
DS;2007;0.03
PS2;2007;0.03
PS3;2012;0.03
PS;1997;0.03
DS;2008;0.03
PS2;2008;0.03
SNES;1995;0.03
PS2;2006;0.03
X360;2011;0.03
PSV;2015;0.03
PS4;2016;0.03
Wii;2009;0.03
PSV;2015;0.03
GBA;2006;0.03
PS;1999;0.03
3DS;2014;0.03
DS;2007;0.03
WiiU;2013;0.03
GBA;2005;0.03
DS;2009;0.03
Wii;2007;0.03
PC;2012;0.03
GBA;2005;0.03
PC;2007;0.03
Wii;2010;0.03
WiiU;2014;0.03
3DS;2015;0.03
PS2;2005;0.03
PSV;2014;0.03
DS;2008;0.03
GBA;2006;0.03
DS;2008;0.03
PS4;2015;0.03
Wii;2008;0.03
PC;2005;0.03
DS;2009;0.03
XB;2006;0.03
PS2;2005;0.03
DS;2010;0.03
PC;2005;0.03
PS2;2008;0.03
PS2;2006;0.03
PC;2011;0.03
GBA;2004;0.03
PSV;2012;0.03
WiiU;2016;0.03
DS;2009;0.03
PS2;2006;0.03
Wii;2009;0.03
DS;2011;0.03
DS;2008;0.03
PC;2009;0.03
PSP;2011;0.03
PSV;2012;0.03
SAT;1996;0.03
PSV;2015;0.03
DS;2009;0.03
X360;2012;0.03
Wii;2008;0.03
PS2;2006;0.03
X360;2011;0.03
DS;2009;0.03
PS2;2001;0.03
PSV;2016;0.03
Wii;2011;0.03
PC;2009;0.03
PC;2006;0.03
PSP;2010;0.03
PC;2002;0.03
X360;2015;0.03
PS;1996;0.03
PC;2009;0.03
PSP;2013;0.03
PS2;2003;0.03
Wii;2009;0.03
GBA;2003;0.03
PSP;2012;0.03
PS4;2015;0.03
DS;2006;0.03
PC;2011;0.03
WiiU;2013;0.03
PC;2003;0.03
X360;2015;0.03
DS;2010;0.03
PS3;2013;0.03
PS2;2007;0.03
PS2;2006;0.03
GBA;2006;0.03
PS;1998;0.03
PSP;2011;0.03
PSP;2009;0.03
PS4;2016;0.03
DS;2008;0.03
SNES;1994;0.03
DS;2007;0.03
DS;2008;0.03
Wii;2007;0.03
PS;1996;0.03
PS2;2009;0.03
PS;1995;0.03
DS;2007;0.03
PSV;2012;0.03
PS2;2002;0.03
PSP;2006;0.03
PSV;2016;0.02
DS;2009;0.02
PSV;2014;0.02
Wii;2011;0.02
XOne;2016;0.02
PC;2005;0.02
PSP;2009;0.02
DS;2007;0.02
GC;2002;0.02
PC;2011;0.02
PC;2006;0.02
GBA;2005;0.02
PSP;2010;0.02
PS2;2010;0.02
XB;2004;0.02
PSV;2013;0.02
PC;2009;0.02
SAT;1995;0.02
X360;2009;0.02
DS;2009;0.02
PC;2006;0.02
PC;2009;0.02
PS2;2007;0.02
PC;1998;0.02
DS;2011;0.02
DS;2008;0.02
PS2;2005;0.02
PS3;2012;0.02
XB;2003;0.02
GBA;2004;0.02
PC;2007;0.02
Wii;2010;0.02
PS2;2006;0.02
PS2;2006;0.02
PC;2008;0.02
GC;2005;0.02
GC;2002;0.02
PSP;2014;0.02
X360;2010;0.02
PSP;2005;0.02
PSP;2007;0.02
PSP;2012;0.02
XB;2005;0.02
XB;2004;0.02
PS3;2016;0.02
PS3;2010;0.02
XB;2002;0.02
PSP;2011;0.02
PS2;2006;0.02
PC;2010;0.02
PSP;2008;0.02
PC;2007;0.02
XB;2004;0.02
GBA;2003;0.02
PSP;2007;0.02
PC;2016;0.02
PSP;2006;0.02
3DS;2016;0.02
DS;2008;0.02
DS;2010;0.02
PS4;2014;0.02
PS3;2015;0.02
PC;2009;0.02
PS3;2014;0.02
XB;2005;0.02
PSP;2011;0.02
PS3;2015;0.02
PS4;2015;0.02
PSP;2008;0.02
DS;2010;0.02
PC;2010;0.02
X360;2011;0.02
X360;2016;0.02
DS;2008;0.02
PSV;2014;0.02
DS;2007;0.02
XB;2005;0.02
PS2;2006;0.02
XB;2005;0.02
PS;1998;0.02
GBA;2002;0.02
PSP;2010;0.02
PC;2012;0.02
PC;2008;0.02
PS;1997;0.02
3DO;1994;0.02
PSP;2007;0.02
PSV;2015;0.02
PS2;2006;0.02
PS2;2006;0.02
PC;2008;0.02
X360;2009;0.02
PSV;2016;0.02
DS;2009;0.02
Wii;2008;0.02
GBA;2002;0.02
X360;2011;0.02
PS;2002;0.02
Wii;2009;0.02
DS;2006;0.02
PC;2007;0.02
Wii;2008;0.02
PS3;2016;0.02
PC;2010;0.02
PS2;2004;0.02
X360;2011;0.02
DS;2007;0.02
Wii;2014;0.02
PSP;2010;0.02
PC;2008;0.02
PSP;2011;0.02
GC;2004;0.02
PC;2008;0.02
PS;1997;0.02
DS;2007;0.02
PSP;2011;0.02
PSP;2013;0.02
PC;2010;0.02
PC;2008;0.02
PS2;2006;0.02
X360;2010;0.02
PS;1998;0.02
PS4;2016;0.02
DS;2008;0.02
GBA;2004;0.02
PSV;2015;0.02
PSP;2010;0.02
PS2;2008;0.02
DS;2009;0.02
PC;2012;0.02
PS2;2001;0.02
PC;2009;0.02
PSP;2012;0.02
XB;2002;0.02
DS;2006;0.02
PSP;2006;0.02
DS;2012;0.02
XOne;2016;0.02
PS;1999;0.02
DS;2007;0.02
X360;2011;0.02
DS;2012;0.02
Wii;2008;0.02
PS2;2007;0.02
PS3;2011;0.02
GBA;2002;0.02
DS;2006;0.02
PC;2005;0.02
GBA;2002;0.02
Wii;2009;0.02
PC;2012;0.02
GBA;2002;0.02
PS2;2007;0.02
DS;2010;0.02
PC;2011;0.02
PSV;2016;0.02
3DS;2015;0.02
Wii;2010;0.02
PC;2005;0.02
PS;1997;0.02
GBA;2002;0.02
X360;2015;0.02
Wii;2008;0.02
PSP;2013;0.02
DS;2011;0.02
PC;2006;0.02
PC;2012;0.02
PS4;2016;0.02
Wii;2007;0.02
PSP;2010;0.02
PS2;2007;0.02
PS4;2015;0.02
PC;2009;0.02
PS;1999;0.02
PC;2008;0.02
PC;2006;0.02
PS2;2007;0.02
PS2;2008;0.02
XB;2002;0.02
PC;2007;0.02
Wii;2008;0.02
PSV;2016;0.02
X360;2006;0.02
XB;2005;0.02
PSP;2011;0.02
PSP;2013;0.02
Wii;2010;0.02
PSP;2009;0.02
PS3;2015;0.02
Wii;2012;0.02
PC;2008;0.02
PS2;2008;0.02
X360;2009;0.02
DS;2009;0.02
PC;2009;0.02
PS2;2008;0.02
PS2;2006;0.02
PS2;2006;0.02
PSP;2005;0.02
PSP;2009;0.02
GBA;2003;0.02
XB;2006;0.02
XB;2004;0.02
PSP;2007;0.02
DS;2006;0.02
PC;2007;0.02
PC;2009;0.02
PS2;2010;0.02
PSV;2015;0.02
PS;2002;0.02
PS2;2002;0.02
PC;2009;0.02
DS;2007;0.02
PSP;2012;0.02
PSP;2010;0.02
PC;2010;0.02
PS2;2006;0.02
GC;2002;0.02
PC;1998;0.02
XB;2003;0.02
PS2;2005;0.02
PS2;2006;0.02
PC;2014;0.02
PC;2001;0.02
PSV;2014;0.02
PS3;2013;0.02
PS3;2009;0.02
PC;2003;0.02
PC;2007;0.02
PC;2014;0.02
DS;2005;0.02
Wii;2009;0.02
PSP;2010;0.02
GC;2003;0.02
PC;2016;0.02
Wii;2007;0.02
PC;2009;0.02
XOne;2015;0.02
PS3;2015;0.02
DS;2011;0.02
XB;2006;0.02
PSV;2015;0.02
DS;2005;0.02
PSP;2007;0.02
PS;1999;0.02
DS;2006;0.02
XB;2005;0.02
PC;2011;0.02
PS2;2002;0.02
PS2;2007;0.02
PS4;2016;0.02
DS;2006;0.02
SNES;1996;0.02
PS3;2013;0.02
DS;2010;0.02
PS3;2015;0.02
PC;2001;0.02
PS2;2007;0.02
PC;2008;0.02
DS;2009;0.02
PS2;2006;0.02
PS3;2011;0.02
PS2;2006;0.02
PC;2008;0.02
PSP;2009;0.02
GC;2003;0.02
PC;2005;0.02
PC;2002;0.02
PSV;2016;0.02
SAT;1996;0.02
PSP;2006;0.02
DS;2011;0.02
DS;2009;0.02
PSP;2011;0.02
PC;2009;0.02
GC;2004;0.02
PS3;2010;0.02
PS3;2014;0.02
DS;2010;0.02
DS;2008;0.02
XB;2004;0.02
PS3;2010;0.02
PS2;2002;0.02
PC;2005;0.02
PS2;2007;0.02
PC;2010;0.02
XOne;2016;0.02
PS3;2013;0.02
PC;2008;0.02
PC;2006;0.02
PS;1997;0.02
PC;2008;0.02
X360;2011;0.02
PS2;2008;0.02
DS;2007;0.02
DS;2008;0.02
PSP;2011;0.02
PS2;2009;0.02
PSP;2012;0.02
PSP;2010;0.02
XB;2005;0.02
PC;2007;0.02
Wii;2009;0.02
DS;2008;0.02
PS2;2004;0.02
PSP;2012;0.02
PS3;2010;0.02
PSV;2015;0.02
Wii;2010;0.02
3DS;2012;0.02
PSP;2007;0.02
PC;2004;0.02
GC;2004;0.02
PC;2005;0.02
PC;2008;0.02
PS3;2011;0.02
PC;2005;0.02
PSP;2012;0.02
PSP;2007;0.02
DS;2010;0.02
PS3;2012;0.02
DS;2009;0.02
PS2;2006;0.02
DS;2008;0.02
XB;2003;0.02
PS2;2006;0.02
PS;2000;0.02
DS;2011;0.02
PSP;2006;0.02
PSP;2005;0.02
DS;2012;0.02
PC;2009;0.02
GC;2004;0.02
PC;2004;0.02
PS3;2014;0.02
PSV;2014;0.02
DS;2007;0.02
SNES;1994;0.02
SAT;1994;0.02
PC;2008;0.02
XB;2003;0.02
Wii;2009;0.02
X360;2011;0.02
PSP;2009;0.02
DS;2010;0.02
PS3;2012;0.02
PS2;2002;0.02
PSP;2013;0.02
PC;2011;0.02
PS3;2015;0.02
WiiU;2013;0.02
PSP;2008;0.02
GC;2003;0.02
PC;2006;0.02
Wii;2010;0.02
PS2;2006;0.02
Wii;2006;0.02
GBA;2004;0.02
PSP;2010;0.02
Wii;2007;0.02
3DS;2011;0.02
DS;2008;0.02
PSV;2016;0.02
DS;2008;0.02
PSP;2011;0.02
PS3;2014;0.02
XB;2004;0.02
X360;2010;0.02
DS;2009;0.02
PSP;2009;0.02
SAT;1996;0.02
PS2;2008;0.02
PC;2009;0.02
PSV;2016;0.02
PS2;2011;0.02
3DS;2012;0.02
GC;2002;0.02
PS2;2007;0.02
PSP;2010;0.02
PS2;2002;0.02
DS;2006;0.02
PC;2016;0.02
PS;1996;0.02
PC;2007;0.02
DS;2011;0.02
PC;2015;0.02
DS;2007;0.02
PC;2008;0.02
DS;2010;0.02
PC;2009;0.02
PS3;2013;0.02
XB;2006;0.02
PS2;2007;0.02
PSP;2007;0.02
PS;1995;0.02
DS;2007;0.02
DS;2009;0.02
PSP;2010;0.02
GBA;2003;0.02
X360;2012;0.02
PS2;2002;0.02
PS2;2006;0.02
X360;2011;0.02
DS;2010;0.02
GBA;2005;0.02
PSP;2011;0.02
DS;2008;0.02
PS2;2006;0.02
PC;2007;0.02
Wii;2008;0.02
PS3;2014;0.02
PS3;2012;0.02
Wii;2011;0.02
DS;2011;0.02
DS;2011;0.02
3DS;2015;0.02
GBA;2005;0.02
PS4;2016;0.02
PC;2016;0.02
PSP;2013;0.02
XOne;2016;0.02
PS3;2012;0.02
PC;2006;0.02
PC;2011;0.02
Wii;2009;0.02
SAT;1998;0.02
PS3;2012;0.02
GBA;2002;0.02
PC;2012;0.02
WiiU;2014;0.02
DS;2007;0.02
PSV;2015;0.02
PC;2011;0.02
XB;2004;0.02
PSP;2011;0.02
Wii;2008;0.02
PSP;2013;0.02
3DS;2013;0.02
PSP;2008;0.02
DS;2008;0.02
GBA;2001;0.02
GBA;2002;0.02
XB;2005;0.02
DS;2010;0.02
PS;2001;0.02
PSP;2012;0.02
Wii;2010;0.02
DS;2008;0.02
PSV;2016;0.02
Wii;2007;0.02
DS;2012;0.02
N64;1999;0.02
N64;2000;0.02
DS;2010;0.02
PSP;2006;0.02
DS;2010;0.02
PC;2006;0.02
PS;2002;0.02
PSP;2011;0.02
DS;2009;0.02
PS2;2006;0.02
PS;1999;0.02
PSV;2012;0.02
PS3;2015;0.02
PSP;2011;0.02
PSP;2006;0.02
XB;2003;0.02
PSP;2010;0.02
PC;2012;0.02
PSP;2012;0.02
PSP;2006;0.02
3DS;2011;0.02
PSV;2014;0.02
PS4;2016;0.02
DS;2007;0.02
DS;2008;0.02
PSP;2012;0.02
PS3;2013;0.02
XB;2005;0.02
PSV;2016;0.02
GC;2002;0.02
PS2;2007;0.02
PS4;2016;0.02
PS2;2010;0.02
PSP;2013;0.02
WiiU;2013;0.02
Wii;2010;0.02
GBA;2006;0.02
PC;2016;0.02
PS2;2006;0.02
PS2;2008;0.02
DS;2009;0.02
PSP;2014;0.02
X360;2007;0.02
PC;2016;0.02
PSP;2010;0.02
PC;2011;0.02
Wii;2006;0.02
PSP;2008;0.02
XB;2005;0.02
PSP;2013;0.02
PS3;2014;0.02
PC;2008;0.02
PSV;2015;0.02
PS2;2004;0.02
DS;2008;0.02
PC;2006;0.02
PS2;2008;0.02
PC;2006;0.02
PC;2005;0.02
PSP;2012;0.02
3DS;2014;0.02
PC;2010;0.02
Wii;2010;0.02
PC;2012;0.02
X360;2013;0.02
PC;2016;0.02
PSP;2009;0.02
DS;2007;0.02
3DS;2015;0.02
PC;2009;0.02
PS4;2015;0.02
PC;2008;0.02
DS;2007;0.02
PS3;2013;0.02
PSV;2015;0.02
Wii;2011;0.02
PS2;2006;0.02
PSV;2015;0.02
DS;2014;0.02
PC;2007;0.02
PC;2012;0.02
GBA;2001;0.02
PC;2003;0.02
PSP;2011;0.02
XB;2004;0.02
Wii;2008;0.02
PSP;2008;0.02
PC;2005;0.02
PSP;2007;0.02
PC;2008;0.02
PS2;2010;0.02
PS4;2016;0.02
DS;2009;0.02
WiiU;2016;0.02
PC;2011;0.02
PC;2006;0.02
PS3;2015;0.02
PC;2016;0.02
PS2;2006;0.02
PSV;2015;0.02
PS;1998;0.02
PS4;2015;0.02
PS4;2016;0.02
PSP;2013;0.02
PSP;2010;0.02
3DO;1995;0.02
PC;2009;0.02
PS4;2016;0.02
PS3;2011;0.02
PS2;2008;0.02
DS;2005;0.02
PC;2008;0.02
GBA;2002;0.02
XB;2005;0.02
PSV;2015;0.02
DS;2008;0.02
3DS;2015;0.02
PSP;2008;0.02
PC;2003;0.02
PSV;2015;0.02
GC;2003;0.02
PC;2015;0.02
PSV;2016;0.02
Wii;2009;0.02
3DS;2012;0.02
XB;2002;0.02
PSP;2010;0.02
DS;2008;0.02
PS;2000;0.02
PS2;2007;0.02
X360;2011;0.02
PS;2000;0.02
PSP;2013;0.02
PS3;2016;0.02
PSV;2016;0.02
X360;2012;0.02
PC;2003;0.02
PSP;2009;0.02
PSP;2012;0.02
PS2;2007;0.02
PS2;2009;0.02
PS;1997;0.02
PSP;2009;0.02
PC;2013;0.02
DS;2008;0.02
PS2;2006;0.02
GBA;2006;0.02
GC;2003;0.02
PC;2011;0.02
X360;2011;0.02
DS;2010;0.02
GBA;2006;0.02
PS2;2008;0.02
PS2;2006;0.02
XB;2006;0.02
X360;2012;0.02
Wii;2010;0.02
PS3;2015;0.02
WiiU;2014;0.02
GBA;2006;0.02
XB;2006;0.02
TG16;1995;0.02
PS2;2007;0.02
GBA;2002;0.02
PS2;2007;0.02
PS4;2015;0.02
PS;1997;0.02
PC;2008;0.02
PSP;2007;0.02
3DS;2012;0.02
DS;2006;0.02
PS2;2007;0.02
XB;2003;0.02
DS;2009;0.02
Wii;2010;0.02
PSP;2010;0.02
PSP;2010;0.02
PS2;2007;0.02
PSP;2010;0.02
NG;1995;0.02
PSV;2015;0.02
3DS;2012;0.02
DS;2006;0.02
PSV;2015;0.02
DS;2007;0.02
Wii;2011;0.02
PS3;2015;0.02
PSV;2015;0.02
GBA;2004;0.02
PC;2010;0.02
PSP;2010;0.02
PC;2008;0.02
PS3;2016;0.02
Wii;2009;0.02
PSP;2006;0.02
PSP;2012;0.02
3DS;2015;0.02
PC;2009;0.02
PC;2015;0.02
DS;2009;0.02
PC;2015;0.02
DS;2009;0.02
PS2;2007;0.02
PSV;2014;0.02
PSP;2010;0.02
DS;2005;0.02
3DS;2015;0.02
PSV;2014;0.02
DS;2008;0.02
PS2;2007;0.02
DS;2010;0.02
PS2;2010;0.02
DS;2007;0.02
DS;2010;0.02
PC;2008;0.02
PSP;2013;0.02
PSP;2007;0.02
XB;2002;0.02
PS2;2006;0.02
Wii;2007;0.02
XB;2005;0.02
X360;2010;0.02
DS;2007;0.02
PS3;2016;0.02
PS2;2006;0.02
DS;2010;0.02
PC;2008;0.02
PSP;2011;0.02
PS2;2002;0.02
DS;2009;0.02
PC;2010;0.02
PS2;2006;0.02
GBA;2002;0.02
PC;2011;0.02
X360;2011;0.02
PC;2008;0.02
XOne;2015;0.02
PS3;2016;0.02
PSP;2010;0.02
3DS;2012;0.02
DS;2010;0.02
PS2;2008;0.02
3DS;2013;0.02
PS2;2007;0.02
PS2;2007;0.02
DS;2010;0.02
GBA;2001;0.02
PSP;2011;0.02
Wii;2010;0.02
DS;2006;0.02
PC;2006;0.02
Wii;2008;0.02
PS;1998;0.02
PS2;2006;0.02
GBA;2001;0.02
XB;2005;0.02
GBA;2005;0.02
PC;2002;0.02
PSP;2012;0.02
PS2;2008;0.02
Wii;2007;0.02
XB;2003;0.02
PSP;2009;0.02
PC;2014;0.02
PC;2015;0.02
PSV;2014;0.02
PS2;2006;0.02
PSP;2012;0.02
GC;2002;0.02
Wii;2009;0.02
PS3;2014;0.02
XB;2006;0.02
PS;1996;0.02
Wii;2010;0.02
GBA;2002;0.02
PC;2000;0.02
GBA;2002;0.02
PC;2010;0.02
GBA;2003;0.02
DS;2008;0.02
PS3;2009;0.02
PC;2016;0.02
PS2;2006;0.02
PSP;2011;0.02
GC;2002;0.02
PS2;2004;0.02
PS3;2011;0.02
PS4;2014;0.02
DS;2008;0.02
PS2;2002;0.02
XB;2003;0.02
GC;2003;0.02
PSP;2010;0.02
DS;2007;0.02
PC;2004;0.02
PS2;2006;0.02
PSP;2009;0.02
XB;2006;0.02
GC;2003;0.02
PS3;2015;0.02
DS;2007;0.02
3DS;2012;0.02
PC;1999;0.02
PSP;2006;0.02
PC;2006;0.02
DS;2007;0.02
PSP;2006;0.02
PS4;2016;0.02
DS;2005;0.02
PS3;2011;0.02
SNES;1994;0.02
Wii;2010;0.02
DS;2008;0.02
PSV;2015;0.02
PC;2004;0.02
GBA;2004;0.02
DS;2010;0.02
PC;2011;0.02
PSP;2011;0.02
PS2;2007;0.02
PC;2008;0.02
3DS;2013;0.02
PSP;2010;0.02
PSP;2009;0.02
PS2;2002;0.02
GBA;2007;0.02
DS;2009;0.02
PS2;2006;0.02
XOne;2015;0.02
PC;2003;0.02
PSP;2013;0.02
DS;2010;0.02
PS3;2015;0.02
PS2;2007;0.02
PSP;2006;0.02
PS4;2016;0.02
PS2;2006;0.02
PSV;2016;0.02
Wii;2010;0.02
PS2;2010;0.02
XOne;2016;0.02
PSP;2013;0.02
DS;2006;0.02
PS;2001;0.02
PSP;2010;0.02
PC;2010;0.02
PC;2016;0.02
XOne;2015;0.02
XB;2006;0.02
GC;2003;0.02
DS;2009;0.02
PSP;2011;0.02
PSP;2012;0.02
DS;2009;0.02
XB;2005;0.02
DS;2007;0.02
X360;2010;0.02
DS;2008;0.02
DS;2006;0.02
PS3;2015;0.02
PC;2010;0.02
DS;2009;0.02
DS;2009;0.02
PSP;2010;0.02
PC;2006;0.02
Wii;2011;0.02
DS;2010;0.02
PC;2006;0.02
PSV;2015;0.02
PC;2006;0.02
DS;2007;0.02
PS2;2007;0.02
PSP;2011;0.02
PSP;2012;0.02
XB;2003;0.02
Wii;2013;0.02
DS;2009;0.02
DS;2009;0.02
DS;2010;0.02
PS;1996;0.02
PS;2001;0.02
DS;2008;0.02
PC;2014;0.02
Wii;2008;0.02
X360;2010;0.02
GBA;2006;0.02
PC;2009;0.02
DS;2010;0.02
PSV;2015;0.02
PS2;2010;0.02
PSV;2015;0.02
PSP;2007;0.02
PS2;2007;0.02
XB;2006;0.02
X360;2011;0.02
DS;2007;0.02
PC;2001;0.02
PSP;2010;0.02
PS;2002;0.02
PSV;2015;0.02
PC;2007;0.02
Wii;2007;0.02
PS2;2005;0.02
Wii;2011;0.02
PC;2004;0.02
PSP;2009;0.02
PC;2005;0.02
PSV;2016;0.02
PC;2010;0.02
DS;2008;0.02
PS;1998;0.02
GBA;2002;0.02
PSV;2015;0.02
XB;2003;0.02
PC;2006;0.02
X360;2015;0.02
PC;2008;0.02
PS2;2006;0.02
GBA;2002;0.02
GC;2002;0.02
XOne;2016;0.02
DS;2009;0.02
DS;2009;0.02
X360;2016;0.02
DS;2007;0.02
PS2;2007;0.02
DS;2006;0.02
PS2;2006;0.02
X360;2015;0.02
PSP;2012;0.02
PS2;2009;0.02
PC;2010;0.02
DS;2006;0.02
GC;2004;0.02
PSV;2013;0.02
PSP;2006;0.02
PC;2010;0.02
PC;2005;0.02
X360;2010;0.02
PC;2008;0.02
PSP;2012;0.02
PS2;2007;0.02
PC;2008;0.02
WiiU;2014;0.02
XB;2004;0.02
DS;2008;0.02
PC;2011;0.02
3DS;2014;0.02
DS;2011;0.02
DS;2005;0.02
Wii;2010;0.02
GC;2005;0.02
PC;2011;0.02
PC;2005;0.02
PC;2009;0.02
PC;2007;0.02
DS;2007;0.02
PS3;2014;0.02
PSP;2010;0.02
DS;2011;0.02
PS2;2010;0.02
DS;2010;0.02
PSV;2013;0.02
X360;2010;0.02
PSV;2015;0.02
X360;2006;0.02
PC;2009;0.02
DS;2010;0.02
PS3;2007;0.02
Wii;2007;0.02
PS4;2016;0.02
DS;2005;0.02
DS;2011;0.02
PC;2009;0.02
PSP;2013;0.02
PSV;2014;0.02
PC;2013;0.02
Wii;2012;0.02
PC;2013;0.02
PSP;2013;0.02
PSV;2016;0.02
3DS;2014;0.02
PS2;2007;0.02
DS;2007;0.02
DS;1985;0.02
PS3;2010;0.02
PC;2009;0.02
XB;2003;0.02
PS2;2006;0.02
GBA;2004;0.02
PS2;2008;0.02
PC;2009;0.02
3DS;2013;0.02
PSP;2010;0.02
3DS;2011;0.02
PC;2003;0.02
PSV;2014;0.02
X360;2006;0.02
PS2;2009;0.02
Wii;2010;0.02
PSV;2016;0.02
PS4;2016;0.02
WiiU;2012;0.02
PC;2004;0.02
DS;2011;0.02
GC;2004;0.02
GC;2004;0.02
DS;2006;0.02
PSP;2008;0.02
XB;2002;0.02
PC;2007;0.02
Wii;2009;0.02
PC;2015;0.02
PS2;2008;0.02
DC;2007;0.02
GBA;2006;0.02
PS2;2007;0.02
PSP;2006;0.02
PS2;2008;0.02
PSP;2008;0.02
DS;2006;0.02
PSV;2015;0.02
3DS;2014;0.02
PS2;2005;0.02
PSP;2010;0.02
GBA;2001;0.02
PC;2004;0.02
GBA;2003;0.02
PSP;2008;0.02
DS;2009;0.02
PSP;2011;0.02
DS;2010;0.02
GBA;2005;0.02
DS;2010;0.02
PSP;2006;0.02
PSP;2012;0.02
PC;2014;0.02
PC;2002;0.02
PS4;2015;0.02
PSP;2012;0.02
DS;2007;0.02
PS3;2011;0.02
PSV;2011;0.02
PSP;2015;0.02
XB;2006;0.02
PSV;2015;0.02
PSP;2009;0.02
DS;2008;0.02
DS;2007;0.02
PS;1999;0.02
DS;2008;0.02
DS;2005;0.02
